,Date mutation,Nature mutation,Valeur fonciere,Nombre de lots,Type local,Surface reelle bati,Nombre pieces principales,Surface terrain,Adresse
688,14/04/2022,Vente,"207500,00",0,Maison,101.0,5.0,699.0,6 RUE CLAUDE NOUGARO CHEMILLE-EN-ANJOU 49120 France
689,04/05/2022,Vente,"35000,00",0,Maison,81.0,2.0,251.0,11 RUE DE LA FORET MONTREVAULT SUR EVRE 49600 France
690,25/04/2022,Vente,"320000,00",0,Maison,130.0,7.0,2280.0,24 RUE DE L'AIR VERNANTES 49390 France
691,25/04/2022,Vente,"320000,00",0,Maison,72.0,2.0,10600.0,24 RUE DE L'AIR VERNANTES 49390 France
692,25/04/2022,Vente,"320000,00",0,Maison,130.0,7.0,10600.0,24 RUE DE L'AIR VERNANTES 49390 France
693,25/04/2022,Vente,"320000,00",0,Maison,72.0,2.0,2280.0,24 RUE DE L'AIR VERNANTES 49390 France
694,27/04/2022,Vente,"160000,00",0,Maison,92.0,4.0,500.0,6 RUE DES FOURS A CHAUX LONGUENEE-EN-ANJOU 49770 France
695,27/04/2022,Vente,"160000,00",0,Maison,92.0,4.0,1338.0,6 RUE DES FOURS A CHAUX LONGUENEE-EN-ANJOU 49770 France
696,15/04/2022,Vente,"10500,00",0,Local industriel. commercial ou assimilé,124.0,0.0,36.0,5416   LA MAUMENIERE MONTSOREAU 49730 France
697,03/05/2022,Vente,"146600,00",0,Maison,104.0,5.0,27.0,17 RUE DE SAUMUR (LES ROSIERS) GENNES-VAL-DE-LOIRE 49350 France
698,28/04/2022,Vente,"322000,00",0,Maison,100.0,6.0,253.0,3 SQ DU PETIT MULETIER LES PONTS DE CE 49130 France
699,26/04/2022,Vente,"288000,00",0,Maison,103.0,6.0,371.0,47 RUE DE LA REUX SAINT-BARTHELEMY-D ANJOU 49124 France
700,22/04/2022,Vente,"560000,00",0,Maison,163.0,6.0,831.0,8 ALL GEORGES SEURAT AVRILLE 49240 France
701,15/04/2022,Vente,"329050,00",0,Maison,215.0,7.0,1000.0,60 RUE HUGUES D ALLONNES ALLONNES 49650 France
702,15/04/2022,Vente,"329050,00",0,Maison,215.0,7.0,2240.0,60 RUE HUGUES D ALLONNES ALLONNES 49650 France
703,23/04/2022,Vente,"120260,00",0,Maison,79.0,4.0,92.0,17 RUE DE LA LIBERTE OMBREE D'ANJOU 49520 France
704,04/05/2022,Vente,"210000,00",0,Maison,122.0,4.0,304.0,66 RUE D ANJOU (VILLEDIEU) BEAUPREAU-EN-MAUGES 49450 France
705,05/05/2022,Vente,"467000,00",0,Maison,152.0,6.0,209.0,3 RUE DU PONT FOUCHARD SAUMUR 49400 France
706,04/05/2022,Vente,"100000,00",0,Maison,80.0,1.0,295.0,47 RUE DU PUY DOUE EN ANJOU 49700 France
707,04/05/2022,Vente,"100000,00",0,Maison,103.0,4.0,295.0,47 RUE DU PUY DOUE EN ANJOU 49700 France
708,29/04/2022,Vente,"200000,00",0,Local industriel. commercial ou assimilé,475.0,0.0,1676.0,5727 RUE DES CARRIERES BECON-LES-GRANITS 49370 France
709,06/04/2022,Vente,"113000,00",0,Maison,50.0,1.0,24.0,2 RUE D ANJOU LONGUENEE-EN-ANJOU 49770 France
710,13/04/2022,Vente,"197000,00",0,Maison,57.0,2.0,1120.0,1 RUE DU HAUT BOURG BRISSAC LOIRE AUBANCE 49320 France
711,26/04/2022,Vente,"200000,00",0,Maison,88.0,4.0,354.0,32 RUE LOUIS MARIE DE LESCURE PSB CHOLET 49300 France
712,22/04/2022,Vente,"130000,00",0,Local industriel. commercial ou assimilé,72.0,0.0,1183.0,9 RUE RENE MORICE MORANNES SUR SARTHE-DAUMERAY 49640 France
713,22/04/2022,Vente,"130000,00",0,Maison,100.0,5.0,1183.0,9 RUE RENE MORICE MORANNES SUR SARTHE-DAUMERAY 49640 France
714,22/04/2022,Vente,"130000,00",0,Maison,100.0,5.0,500.0,9 RUE RENE MORICE MORANNES SUR SARTHE-DAUMERAY 49640 France
715,22/04/2022,Vente,"130000,00",0,Local industriel. commercial ou assimilé,72.0,0.0,500.0,9 RUE RENE MORICE MORANNES SUR SARTHE-DAUMERAY 49640 France
716,29/04/2022,Vente,"313850,00",0,Maison,94.0,5.0,874.0,79 RTE DE TIERCE BRIOLLAY 49125 France
717,15/04/2022,Vente,"72000,00",0,Local industriel. commercial ou assimilé,362.0,0.0,251.0,6249 RUE DAVIERS BEAUPREAU-EN-MAUGES 49510 France
718,28/04/2022,Vente,"160000,00",0,Maison,52.0,2.0,411.0,17 RUE DES ROSEAUX CORZE 49140 France
719,02/05/2022,Vente,"280000,00",0,Local industriel. commercial ou assimilé,113.0,0.0,736.0,8 RUE DU COTEAU MURS-ERIGNE 49610 France
720,26/04/2022,Vente,"170000,00",0,Maison,73.0,4.0,255.0,4 RUE DE LA GRANGE LOIRE-AUTHION 49800 France
721,29/04/2022,Vente,"240000,00",0,Local industriel. commercial ou assimilé,706.0,0.0,1258.0,6642 ZA DU PRE BARREAU MAZE-MILON 49630 France
722,26/04/2022,Vente,"333000,00",0,Maison,115.0,5.0,494.0,10 RUE BRUANT DES ROSEAUX LOIRE-AUTHION 49800 France
723,25/04/2022,Vente,"225000,00",0,Maison,90.0,3.0,8662.0,5 RTE DES RENDUSSES MAZE-MILON 49630 France
724,25/04/2022,Vente,"225000,00",0,Maison,30.0,1.0,600.0,5 RTE DES RENDUSSES MAZE-MILON 49630 France
725,25/04/2022,Vente,"225000,00",0,Maison,30.0,1.0,8662.0,5 RTE DES RENDUSSES MAZE-MILON 49630 France
726,25/04/2022,Vente,"225000,00",0,Maison,90.0,3.0,600.0,5 RTE DES RENDUSSES MAZE-MILON 49630 France
727,06/05/2022,Vente,"185000,00",0,Maison,77.0,4.0,500.0,200   L'ALOUETTE LES BOIS D'ANJOU 49250 France
728,06/05/2022,Vente,"185000,00",0,Maison,77.0,4.0,477.0,200   L'ALOUETTE LES BOIS D'ANJOU 49250 France
729,29/04/2022,Vente,"340000,00",0,Appartement,64.0,4.0,1025.0,15 RUE DU GEN DE GAULLE TERRANJOU 49540 France
730,29/04/2022,Vente,"340000,00",0,Appartement,55.0,3.0,1025.0,15 RUE DU GEN DE GAULLE TERRANJOU 49540 France
731,29/04/2022,Vente,"340000,00",0,Appartement,64.0,4.0,1025.0,15 RUE DU GEN DE GAULLE TERRANJOU 49540 France
732,29/04/2022,Vente,"340000,00",0,Appartement,55.0,3.0,1025.0,15 RUE DU GEN DE GAULLE TERRANJOU 49540 France
733,29/04/2022,Vente,"340000,00",0,Appartement,64.0,4.0,1025.0,15 RUE DU GEN DE GAULLE TERRANJOU 49540 France
734,28/04/2022,Vente,"78000,00",0,Maison,70.0,1.0,744.0,18 RTE DE SEICHES MAZE-MILON 49630 France
735,28/04/2022,Vente,"78000,00",0,Maison,70.0,1.0,678.0,18 RTE DE SEICHES MAZE-MILON 49630 France
736,28/04/2022,Vente,"436680,00",0,Maison,163.0,5.0,875.0,3 RUE FRANCOIS MITTERRAND CHOLET 49300 France
737,29/04/2022,Vente,"145000,00",0,Maison,78.0,4.0,206.0,37 RUE PORTE BARON CHOLET 49300 France
738,03/05/2022,Vente,"168900,00",0,Maison,65.0,3.0,269.0,7 RUE JULES DESBOIS VERRIERES-EN-ANJOU 49480 France
739,06/05/2022,Vente,"81000,00",0,Maison,55.0,3.0,262.0,36 RUE HENRI IV (JALLAIS) BEAUPREAU-EN-MAUGES 49510 France
740,21/04/2022,Vente,"204000,00",0,Maison,120.0,5.0,458.0,2 RUE DE LA BORDERIE LONGUENEE-EN-ANJOU 49770 France
741,19/04/2022,Vente,"140000,00",0,Maison,76.0,5.0,67.0,22 RUE DE L ANCIENNE CURE ROCHEFORT-SUR-LOIRE 49190 France
742,12/05/2022,Vente,"200000,00",0,Maison,93.0,5.0,781.0,2 IMP BELLEVUE BARACE 49430 France
743,28/04/2022,Vente,"318000,00",0,Maison,116.0,4.0,455.0,26 RUE MARCEL ROUX MURS-ERIGNE 49610 France
744,28/04/2022,Vente,"150000,00",0,Maison,70.0,5.0,256.0,280 RUE JEAN DE LA BRETE SAUMUR 49400 France
745,28/04/2022,Vente,"420000,00",0,Maison,204.0,6.0,293.0,8 RUE DES SAUDIERES VIVY 49680 France
746,04/05/2022,Vente,"237000,00",0,Maison,150.0,7.0,604.0,11 RUE DES SARMENTS SAUMUR 49400 France
747,02/05/2022,Vente,"255000,00",0,Maison,92.0,4.0,383.0,4 RUE DE LA VACHERIE DISTRE 49400 France
748,02/05/2022,Vente,"255000,00",0,Maison,92.0,4.0,610.0,4 RUE DE LA VACHERIE DISTRE 49400 France
749,27/04/2022,Vente,"107800,00",0,Maison,70.0,3.0,240.0,20 RUE DU CLOS DE BEAUMONT SOULAIRE-ET-BOURG 49460 France
750,06/05/2022,Vente,"125000,00",0,Maison,81.0,3.0,410.0,48 RUE DES BORDS DE LOIRE GENNES-VAL-DE-LOIRE 49350 France
751,29/04/2022,Vente,"180000,00",0,Maison,90.0,4.0,692.0,26 RUE DE LA MAIRIE (GERMAIN MOIN SEVREMOINE 49230 France
752,05/05/2022,Vente,"195000,00",0,Maison,76.0,4.0,635.0,2 RUE BON ACCUEIL OREE D ANJOU 49270 France
753,13/05/2022,Vente,"207000,00",0,Maison,111.0,5.0,712.0,5361   CLERCINET SEGRE-EN-ANJOU BLEU 49500 France
754,13/05/2022,Vente,"207000,00",0,Maison,111.0,5.0,425.0,5361   CLERCINET SEGRE-EN-ANJOU BLEU 49500 France
755,05/05/2022,Vente,"95000,00",0,Maison,38.0,2.0,155.0,51 GR GRAND' RUE JARZE VILLAGES 49140 France
756,05/05/2022,Vente,"95000,00",0,Maison,195.0,7.0,491.0,49 GR GRAND' RUE JARZE VILLAGES 49140 France
757,06/05/2022,Vente,"191500,00",0,Maison,65.0,3.0,375.0,36   HAMEAU DU BOCAGE (LANDEMON OREE D ANJOU 49270 France
758,27/04/2022,Vente,"130000,00",0,Maison,71.0,3.0,328.0,33 RUE DES RABIERES SEICHES-SUR-LE-LOIR 49140 France
759,28/04/2022,Vente,"290000,00",0,Maison,97.0,5.0,430.0,25 RUE FREDERIC MISTRAL TRELAZE 49800 France
760,02/05/2022,Vente,"130000,00",0,Maison,60.0,2.0,576.0,5293   LES ALOUETTES CHAUDEFONDS-SUR-LAYON 49290 France
761,13/05/2022,Vente,"237500,00",0,Local industriel. commercial ou assimilé,142.0,0.0,71.0,18 RUE SARDINERIE CHOLET 49300 France
762,13/05/2022,Vente,"237500,00",0,Maison,28.0,1.0,44.0,9 RUE DU PETIT CONSEIL CHOLET 49300 France
763,21/04/2022,Vente,"100000,00",0,Maison,68.0,3.0,254.0,18 RUE GEORGES BACHELOT SEGRE-EN-ANJOU BLEU 49520 France
764,11/05/2022,Vente,"120000,00",0,Maison,63.0,4.0,100.0,21 PL ROBERT LE FORT (CHATEAUNEU LES HAUTS-D ANJOU 49330 France
765,13/05/2022,Vente,"180000,00",0,Maison,80.0,3.0,403.0,113 RTE DU BOURGNEUF LE THOUREIL GENNES-VAL-DE-LOIRE 49350 France
766,25/04/2022,Vente,"250000,00",0,Maison,68.0,4.0,104.0,48 RUE TOUSSENEL ANGERS 49000 France
767,17/05/2022,Vente,"390000,00",0,Appartement,15.0,1.0,63.0,39 RUE DE FREMUR ANGERS 49000 France
768,17/05/2022,Vente,"390000,00",0,Appartement,31.0,1.0,63.0,39 RUE DE FREMUR ANGERS 49000 France
769,17/05/2022,Vente,"390000,00",0,Appartement,14.0,1.0,63.0,39 RUE DE FREMUR ANGERS 49000 France
770,17/05/2022,Vente,"390000,00",0,Appartement,14.0,1.0,63.0,39 RUE DE FREMUR ANGERS 49000 France
771,17/05/2022,Vente,"390000,00",0,Appartement,13.0,1.0,63.0,39 RUE DE FREMUR ANGERS 49000 France
772,07/05/2022,Vente,"114000,00",0,Maison,102.0,3.0,63.0,36 RUE FRANCOIS DE CHABOT YZERNAY 49360 France
773,06/05/2022,Vente,"167000,00",0,Maison,84.0,5.0,640.0,19 RES DU PARC VARRAINS 49400 France
774,06/05/2022,Vente,"210000,00",0,Maison,98.0,5.0,600.0,14 RUE DES FRESCHES BELLEVIGNE-EN-LAYON 49380 France
775,06/05/2022,Vente,"210000,00",0,Maison,98.0,5.0,150.0,14 RUE DES FRESCHES BELLEVIGNE-EN-LAYON 49380 France
776,11/05/2022,Vente,"206000,00",0,Maison,100.0,5.0,454.0,7 RUE DU BOIS DE POCE DISTRE 49400 France
777,10/05/2022,Vente,"340000,00",0,Maison,94.0,5.0,583.0,3 RUE CHARLES DE FOUCAULD LE LION D'ANGERS 49220 France
778,12/05/2022,Vente,"125000,00",0,Maison,60.0,3.0,45.0,24 RUE MARC SANGNIER CHOLET 49300 France
779,12/05/2022,Vente,"75010,00",0,Maison,80.0,2.0,82.0,81 RTE DE BLOU LONGUE-JUMELLES 49160 France
780,09/05/2022,Vente,"130500,00",0,Maison,130.0,6.0,92.0,98 BD PASTEUR MONTREUIL-BELLAY 49260 France
781,26/04/2022,Vente,"480000,00",0,Maison,80.0,3.0,101.0,1 CHE DES VILLAGES VERRIERES-EN-ANJOU 49112 France
782,29/04/2022,Vente,"140000,00",0,Maison,100.0,4.0,300.0,54 RUE DE LA GUITTIERE BRISSAC LOIRE AUBANCE 49320 France
783,29/04/2022,Vente,"140000,00",0,Maison,100.0,4.0,459.0,54 RUE DE LA GUITTIERE BRISSAC LOIRE AUBANCE 49320 France
784,16/05/2022,Vente,"159000,00",0,Maison,59.0,3.0,129.0,64 RUE DU GENERAL LECLERC LE LION D'ANGERS 49220 France
785,16/05/2022,Vente,"159000,00",0,Local industriel. commercial ou assimilé,33.0,0.0,28.0,64 RUE DU GENERAL LECLERC LE LION D'ANGERS 49220 France
786,04/05/2022,Vente,"348200,00",0,Maison,65.0,4.0,208.0,58 RUE DE LA CHALOUERE ANGERS 49100 France
787,11/05/2022,Vente,"190000,00",0,Maison,93.0,5.0,887.0,2 RUE DES MARINIERS SEGRE-EN-ANJOU BLEU 49500 France
788,29/04/2022,Vente,"278000,00",0,Maison,90.0,2.0,487.0,10 RUE DU VAL DE SARTHE TIERCE 49125 France
789,05/05/2022,Vente,"80000,00",0,Maison,42.0,3.0,78.0,3 RUE D ANJOU (MONTJEAN LOIRE ) MAUGES-SUR-LOIRE 49570 France
790,12/05/2022,Vente,"285000,00",0,Maison,80.0,3.0,261.0,11 ALL WOLFGANG AMEDEE MOZART AVRILLE 49240 France
791,09/05/2022,Vente,"510000,00",0,Maison,137.0,6.0,175.0,141 RUE VOLNEY ANGERS 49000 France
792,18/05/2022,Vente,"120000,00",0,Maison,87.0,3.0,1920.0,5011   LA HUAUDIERE LONGUENEE-EN-ANJOU 49220 France
793,29/04/2022,Vente,"186000,00",0,Maison,76.0,2.0,355.0,2 RUE DE LAUNAY VAL D'ERDRE-AUXENCE 49370 France
794,06/05/2022,Vente,"125000,00",0,Local industriel. commercial ou assimilé,480.0,0.0,1875.0,35 RUE DE L ABBE POIRIER MONTREVAULT SUR EVRE 49110 France
795,10/05/2022,Vente,"210000,00",0,Maison,89.0,5.0,1078.0,5553   LA TARAUDRIE MONTREVAULT SUR EVRE 49600 France
796,10/05/2022,Vente,"210000,00",0,Maison,89.0,5.0,2000.0,5553   LA TARAUDRIE MONTREVAULT SUR EVRE 49600 France
797,18/05/2022,Vente,"127500,00",0,Local industriel. commercial ou assimilé,50.0,0.0,84.0,29 PL DE L HOTEL DE VILLE CHALONNES-SUR-LOIRE 49290 France
798,18/05/2022,Vente,"127500,00",0,Appartement,45.0,2.0,84.0,29 PL DE L HOTEL DE VILLE CHALONNES-SUR-LOIRE 49290 France
799,18/05/2022,Vente,"127500,00",0,Appartement,40.0,2.0,84.0,29 PL DE L HOTEL DE VILLE CHALONNES-SUR-LOIRE 49290 France
800,06/05/2022,Vente,"490000,00",0,Maison,178.0,6.0,322.0,4 RUE DES SAULNIERS BOUCHEMAINE 49080 France
801,12/05/2022,Vente,"235000,00",0,Maison,160.0,3.0,2240.0,5084   LA NAUDAIS SEGRE-EN-ANJOU BLEU 49500 France
802,05/05/2022,Vente,"686219,50",0,Appartement,25.0,1.0,114.0,9 IMP DU PUITS ROND ANGERS 49100 France
803,05/05/2022,Vente,"686219,50",0,Appartement,50.0,2.0,114.0,9 IMP DU PUITS ROND ANGERS 49100 France
804,05/05/2022,Vente,"686219,50",0,Appartement,25.0,1.0,114.0,9 IMP DU PUITS ROND ANGERS 49100 France
805,05/05/2022,Vente,"686219,50",0,Appartement,28.0,1.0,114.0,9 IMP DU PUITS ROND ANGERS 49100 France
806,05/05/2022,Vente,"445000,00",0,Maison,110.0,5.0,452.0,5 RUE JACQUES CARTIER AVRILLE 49240 France
807,17/05/2022,Vente,"140000,00",0,Maison,95.0,4.0,829.0,5142   LA GALINIERE LYS-HAUT-LAYON 49310 France
808,16/05/2022,Vente,"63000,00",0,Maison,12.0,1.0,12.0,5060   LE BOURG (ST GEORGES GARDE CHEMILLE-EN-ANJOU 49120 France
809,03/05/2022,Vente,"142000,00",0,Maison,79.0,4.0,541.0,16 RUE DU DOC JOSEPH BARBARY CHEMILLE-EN-ANJOU 49120 France
810,03/05/2022,Vente,"170000,00",0,Maison,111.0,5.0,500.0,5128   LA GAUDAIE ARMAILLE 49420 France
811,03/05/2022,Vente,"170000,00",0,Maison,111.0,5.0,2601.0,5128   LA GAUDAIE ARMAILLE 49420 France
812,03/05/2022,Vente,"170000,00",0,Maison,111.0,5.0,1500.0,5128   LA GAUDAIE ARMAILLE 49420 France
813,20/05/2022,Vente,"105000,00",0,Maison,74.0,4.0,758.0,7 RUE DES BOUVREUILS LONGUE-JUMELLES 49160 France
814,20/05/2022,Vente,"299500,00",0,Maison,135.0,6.0,841.0,21 RUE DES MOULINS SARRIGNE 49800 France
815,20/05/2022,Vente,"299500,00",0,Maison,135.0,6.0,500.0,21 RUE DES MOULINS SARRIGNE 49800 France
816,13/05/2022,Vente,"325000,00",0,Maison,125.0,5.0,4260.0,43 RUE DE ROUGEVILLE ARTANNES-SUR-THOUET 49260 France
817,17/05/2022,Vente,"120000,00",0,Maison,72.0,4.0,248.0,16 RUE DE LA PROVIDENCE LE PUY-NOTRE-DAME 49260 France
818,03/05/2022,Vente,"205000,00",0,Maison,35.0,3.0,212.0,30 PAS LAFONTAINE ANGERS 49000 France
819,11/05/2022,Vente,"100000,00",0,Maison,160.0,6.0,110.0,39 RUE DU BELLAY SAINT-JUST-SUR-DIVE 49260 France
820,02/05/2022,Vente,"290000,00",0,Maison,79.0,4.0,283.0,94 RUE DU 11 NOVEMBRE LES PONTS DE CE 49130 France
821,06/05/2022,Vente,"200010,00",0,Maison,96.0,5.0,1191.0,5014   CANCALE MONTREVAULT SUR EVRE 49110 France
822,06/05/2022,Vente,"200010,00",0,Maison,96.0,5.0,322.0,5014   CANCALE MONTREVAULT SUR EVRE 49110 France
823,18/05/2022,Vente,"155000,00",0,Maison,66.0,4.0,318.0,87 RUE HONORE DE BALZAC CHOLET 49300 France
824,18/05/2022,Vente,"80000,00",0,Maison,70.0,2.0,272.0,2 RUE TRAVERSIERE LE COUDRAY-MACOUARD 49260 France
825,05/05/2022,Vente,"60000,00",0,Maison,72.0,3.0,48.0,1 COTE DU VIEUX PONT MONTREVAULT SUR EVRE 49110 France
826,28/04/2022,Vente,"185000,00",0,Maison,115.0,4.0,753.0,22 RUE LOUISE RENAULT MORANNES SUR SARTHE-DAUMERAY 49640 France
827,16/05/2022,Vente,"111600,00",0,Maison,46.0,3.0,125.0,20 RUE DE L ETOILE CHOLET 49300 France
828,13/05/2022,Vente,"169000,00",0,Maison,114.0,4.0,364.0,8 RUE DU CLOS GARREAU CHAMPTOCE-SUR-LOIRE 49123 France
829,06/05/2022,Vente,"205000,00",0,Maison,97.0,4.0,112.0,9 PL CRX BOULAY CHEMILLE-EN-ANJOU 49120 France
830,18/05/2022,Vente,"260000,00",0,Maison,113.0,5.0,4500.0,5821   LA GADELLERIE TREMENTINES 49340 France
831,18/05/2022,Vente,"260000,00",0,Maison,113.0,5.0,500.0,5821   LA GADELLERIE TREMENTINES 49340 France
832,06/05/2022,Vente,"425000,00",0,Maison,216.0,6.0,635.0,24 AV JEAN ROBIN CHALONNES-SUR-LOIRE 49290 France
833,06/05/2022,Vente,"425000,00",0,Maison,15.0,1.0,635.0,24 AV JEAN ROBIN CHALONNES-SUR-LOIRE 49290 France
834,03/05/2022,Vente,"185000,00",0,Maison,89.0,5.0,1137.0,10 RUE BEL AIR (MACAIRE MAUGES) SEVREMOINE 49450 France
835,17/05/2022,Vente,"342950,00",0,Maison,96.0,4.0,393.0,10 SQ RENE CHAR ANGERS 49000 France
836,04/05/2022,Vente,"168000,00",0,Maison,54.0,2.0,70.0,25 RUE ALPHONSE DARMAILLACQ CHOLET 49300 France
837,04/05/2022,Vente,"168000,00",0,Maison,45.0,2.0,70.0,25 RUE ALPHONSE DARMAILLACQ CHOLET 49300 France
838,17/05/2022,Vente,"480000,00",0,Local industriel. commercial ou assimilé,188.0,0.0,933.0,2 RUE EMILE ZOLA MONTREUIL-JUIGNE 49460 France
839,17/05/2022,Vente,"480000,00",0,Maison,132.0,6.0,933.0,2 RUE EMILE ZOLA MONTREUIL-JUIGNE 49460 France
840,17/05/2022,Vente,"480000,00",0,Local industriel. commercial ou assimilé,50.0,0.0,933.0,2 RUE EMILE ZOLA MONTREUIL-JUIGNE 49460 France
841,24/05/2022,Vente,"310000,00",0,Maison,76.0,3.0,158.0,68 RUE DU DOC GUICHARD ANGERS 49000 France
842,24/05/2022,Vente,"430000,00",0,Local industriel. commercial ou assimilé,441.0,0.0,3393.0,72 RUE DENIS PAPIN SEGRE-EN-ANJOU BLEU 49500 France
843,23/05/2022,Vente,"68000,00",0,Maison,50.0,1.0,886.0,2300 RTE DES WALLABYS LONGUE-JUMELLES 49160 France
844,13/05/2022,Vente,"246750,00",0,Maison,125.0,4.0,700.0,338 RUE BASSE LONGUE-JUMELLES 49160 France
845,18/05/2022,Vente,"395000,00",0,Maison,111.0,5.0,218.0,2 RUE GILBERT CHATELAIN ANGERS 49100 France
846,16/05/2022,Vente,"315000,00",0,Maison,110.0,3.0,620.0,46 RUE BRETAULT MAZE-MILON 49630 France
847,31/05/2022,Vente,"89240,00",0,Maison,83.0,3.0,365.0,27 RUE DE LA LIBERATION LOIRE 49440 France
848,13/05/2022,Vente,"106000,00",0,Maison,105.0,4.0,135.0,5 RUE DE VERDUN MAZE-MILON 49630 France
849,01/06/2022,Vente,"250000,00",0,Maison,168.0,6.0,1256.0,103 RUE DE TREMENTINES CHOLET 49300 France
850,01/06/2022,Vente,"250000,00",0,Maison,168.0,6.0,3815.0,103 RUE DE TREMENTINES CHOLET 49300 France
851,02/05/2022,Vente,"250000,00",0,Maison,135.0,4.0,597.0,5185   MONPEROUX SAINT-AUGUSTIN-DES-BOIS 49170 France
852,24/05/2022,Vente,"250000,00",0,Maison,101.0,5.0,680.0,2 RUE HENRI BOURRICHE BRISSAC LOIRE AUBANCE 49320 France
853,24/05/2022,Vente,"375000,00",0,Maison,161.0,5.0,547.0,7 SQ DE CHERBOURG CHOLET 49300 France
854,25/05/2022,Vente,"490000,00",0,Appartement,25.0,2.0,54.0,10 IMP DE LA LAITERIE ANGERS 49100 France
855,25/05/2022,Vente,"490000,00",0,Appartement,30.0,2.0,54.0,10 IMP DE LA LAITERIE ANGERS 49100 France
856,25/05/2022,Vente,"490000,00",0,Appartement,25.0,1.0,54.0,10 IMP DE LA LAITERIE ANGERS 49100 France
857,25/05/2022,Vente,"490000,00",0,Appartement,30.0,2.0,41.0,7 RUE LIONNAISE ANGERS 49100 France
858,25/05/2022,Vente,"490000,00",0,Local industriel. commercial ou assimilé,33.0,0.0,41.0,7 RUE LIONNAISE ANGERS 49100 France
859,25/05/2022,Vente,"490000,00",0,Appartement,30.0,2.0,41.0,7 RUE LIONNAISE ANGERS 49100 France
860,03/05/2022,Vente,"185000,00",0,Maison,80.0,4.0,700.0,4 RUE DU PRE FLEURI VAL D'ERDRE-AUXENCE 49370 France
861,08/04/2022,Vente,"60000,00",0,Maison,94.0,4.0,2182.0,784 RTE DE MOULIHERNE A BAUGE MOULIHERNE 49390 France
862,19/04/2022,Vente,"160000,00",0,Maison,80.0,2.0,1875.0,3840 RTE DE BEAUFORT BAUGE EN ANJOU 49150 France
863,20/05/2022,Vente,"75000,00",0,Appartement,57.0,2.0,355.0,87 RUE DE LA SALLE MONTREUIL-BELLAY 49260 France
864,20/05/2022,Vente,"75000,00",0,Appartement,69.0,2.0,355.0,87 RUE DE LA SALLE MONTREUIL-BELLAY 49260 France
865,10/05/2022,Vente,"247800,00",0,Maison,180.0,7.0,613.0,8 RUE DES FAUVETTES ERDRE-EN-ANJOU 49370 France
866,09/05/2022,Vente,"360000,00",0,Maison,180.0,7.0,837.0,19 RUE DES CHARMES MOZE-SUR-LOUET 49610 France
867,09/05/2022,Vente,"360000,00",0,Maison,180.0,7.0,744.0,19 RUE DES CHARMES MOZE-SUR-LOUET 49610 France
868,23/05/2022,Vente,"190000,00",0,Maison,91.0,5.0,330.0,7 ALL DES TILLEULS TOUTLEMONDE 49360 France
869,23/05/2022,Vente,"190000,00",0,Maison,91.0,5.0,1545.0,7 ALL DES TILLEULS TOUTLEMONDE 49360 France
870,24/05/2022,Vente,"220000,00",0,Maison,66.0,3.0,196.0,15 ALL DES DAMES CHOLET 49300 France
871,25/05/2022,Vente,"172500,00",0,Maison,68.0,4.0,104.0,6 PL VERDUN SAUMUR 49400 France
872,13/05/2022,Vente,"300000,00",0,Maison,93.0,5.0,207.0,57 RUE DU PETIT CHAUMINEAU ANGERS 49100 France
873,13/05/2022,Vente,"343000,00",0,Maison,107.0,5.0,521.0,5 IMP DES COLOMBES TRELAZE 49800 France
874,20/05/2022,Vente,"132000,00",0,Maison,91.0,5.0,247.0,70 BD JACQUES SAVARY DOUE EN ANJOU 49700 France
875,23/05/2022,Vente,"50000,00",0,Maison,140.0,4.0,235.0,9 RUE DE LA FONTAINE VAL D'ERDRE-AUXENCE 49440 France
876,03/06/2022,Vente,"65000,00",0,Maison,60.0,4.0,91.0,7   LA PICHONNIERE MAUGES-SUR-LOIRE 49620 France
877,23/05/2022,Vente,"200000,00",0,Maison,99.0,4.0,116.0,106 RUE DE L YSER CHOLET 49300 France
878,01/06/2022,Vente,"1300000,00",0,Local industriel. commercial ou assimilé,600.0,0.0,2556.0,17 RUE AMEDEE GORDINI BEAUCOUZE 49070 France
879,23/05/2022,Vente,"301000,00",0,Maison,147.0,6.0,600.0,4 RUE D ANGLETERRE MONTREUIL-JUIGNE 49460 France
880,06/05/2022,Vente,"269000,00",0,Maison,95.0,3.0,1930.0,5146   LANDE MARGERIE VAL D'ERDRE-AUXENCE 49370 France
881,06/05/2022,Vente,"269000,00",0,Maison,95.0,3.0,2109.0,5146   LANDE MARGERIE VAL D'ERDRE-AUXENCE 49370 France
882,06/05/2022,Vente,"269000,00",0,Maison,95.0,3.0,1691.0,5146   LANDE MARGERIE VAL D'ERDRE-AUXENCE 49370 France
883,06/05/2022,Vente,"489000,00",0,Maison,167.0,6.0,500.0,28 RUE ST JEAN DE L ISLE BRISSAC LOIRE AUBANCE 49250 France
884,06/05/2022,Vente,"489000,00",0,Maison,167.0,6.0,2192.0,28 RUE ST JEAN DE L ISLE BRISSAC LOIRE AUBANCE 49250 France
885,17/05/2022,Vente,"255000,00",0,Maison,103.0,4.0,548.0,15 RUE DES COLIBRIS (ST MACAIRE) SEVREMOINE 49450 France
886,13/05/2022,Vente,"245000,00",0,Maison,88.0,4.0,500.0,5 CHE DE LA CHOPINIERE BAUGE EN ANJOU 49150 France
